Q08162	Q08285
P43588	P53549
P38633	P53112
Q03790	Q08227
P53036	Q03231
P26755	P32582
P32569	P38304
P40319	P43555
P47115	Q02821
P29055	P43579
P09733	P17629
P05759	P14736
P10823	Q12361
P10659	P20604
P38237	P41911
P43542	Q99252
P53632	Q12476
P21372	P38956
P38013	Q02159
P38361	P38837
P10659	Q12083
P38735	Q12102
P38262	Q06142
P53538	Q06102
P47068	P53933
P32502	P32610
P06780	P40091
P28496	P38703
P25298	P39081
P40956	P43603
P40204	Q03782
P04803	Q06208
P19882	P52490
P08566	P26755
P17214	P35210
P32641	Q12464
P32491	Q04437
P17106	P32504
P04817	Q03554
P38703	P38819
P04806	P23642
P12709	P40328
P39682	Q07508
P32571	Q12250
P48837	P53271
P32316	P40348
P52286	Q06440
P32790	P36125
P25694	Q02554
P28004	Q12417
P12709	P25453
P32791	Q01217
P40069	P40970
P32569	P54000
Q06598	Q06815
P38286	Q06451
P39003	Q07949
P05626	P33296
P32605	Q03782
P32861	P38987
P40438	P47093
P41832	P54786
P22134	P39935
P06243	P16467
P18238	P23291
Q07844	Q08273
P08539	P23561
P05740	P32827
P00830	P53156
P16862	Q07350
P10081	P29311
P27692	Q06697
P39730	Q06538
P40486	P53919
P32634	P38615
P32469	Q12330
P22216	P47037
P06774	P36036
P31383	P38903
P22579	Q00916
P32499	Q06142
P10081	P53914
P09624	P28000
P53286	P53909
P32381	P39692
P53861	Q04660
P32461	P40487
P38629	P38877
P14906	P38723
P19882	P53295
P19454	P40466
P15891	P39743
Q04048	Q12309
P32179	P38237
P47135	Q03730
P22138	P23595
P32529	P47150
P32529	P50106
P18961	P39992
P32363	Q12240
P35728	P39927
P35182	P38427
P38875	P46961
Q04177	Q08964
P04050	P38351
P21691	P54786
P08431	P20604
P38690	Q00362
P16151	P38286
P15992	P25342
P32336	Q07732
P38286	Q12424
P29311	Q04437
P37370	P39743
P47149	P53148
P38863	P53540
P19358	P25635
P06780	P35688
P06839	P17505
P34160	Q12476
P40048	P40988
P09798	Q12107
P12709	P32911
P11710	P41832
P39984	P46367
P38829	Q04922
P33331	Q02821
P32341	P38784
P32602	Q12255
P38860	P40090
P35180	Q04949
P06787	P22137
P25566	P36068
P33334	P38203
P16862	Q04964
Q04322	Q06449
P53091	Q12306
P05318	Q12349
P32494	P47822
P19358	P87263
P32481	P32502
P24814	P38150
P07263	Q03048
P33419	Q06410
P14682	P27999
P35497	Q07786
P00950	P27801
P02994	P38080
P42843	P53549
P32494	Q08923
Q06159	Q99316
P20424	P39960
P53254	Q06631
P47135	P53324
P39004	Q04660
P23639	P32337
P39083	P48562
P32628	P40016
P17709	P38272
P36084	Q12186
P25343	Q05670
P32605	P39520
P38629	P47079
P04173	P07260
P40363	P41735
P34216	Q04748
P14682	Q12018
P38042	Q12157
P04050	P39081
P39706	Q03323
P49573	Q12382
P25297	P38988
P32505	P38217
P25303	Q12223
P38885	P43601
P33335	P40319
P15108	P53917
P16140	P38590
P12866	P40318
P40477	Q02630
P32838	P38301
P25491	P41811
P33301	P38083
P00425	P38745
P47135	P53970
P00950	P06787
Q12424	Q99190
P32350	Q00764
P14681	P42943
P04911	P25293
P29055	P38206
P13393	P50875
P20604	P36516
P47154	P53322
P04806	P39014
P34252	P39112
P32908	P39013
P00546	P36006
P17709	P60010
P04147	P32458
P11154	Q04964
P32569	Q08241
P46673	P52891
P48813	Q02774
P32363	P53142
P32601	Q03862
P04037	P07255
P36047	P40364
Q03935	Q06410
P02994	P38873
P53254	Q04217
P53971	Q07350
P11972	P53211
Q02821	Q07655
P38633	P38834
P34077	Q02199
P25342	P39954
P40890	P43581
P04806	P14681
P38753	Q06604
P02829	P23561
P00331	Q12476
P25379	P26754
P14540	P53879
P06787	P36010
P23287	P53324
P38123	Q02794
P53093	Q12136
P36005	P38691
P10659	P38316
P22137	Q03944
P02557	Q12446
P32368	P38250
P15646	P33750
P43563	P53549
P00360	Q00246
P53036	Q12199
P41277	P53011
Q07872	Q12280
P32903	Q08271
P17255	P25343
P08468	Q08601
P18851	P25491
P32791	Q04370
Q06208	Q12044
P04397	Q06287
P23291	Q03558
P36053	Q06505
P10591	Q12004
P04912	P23595
Q03435	Q08773
P47068	Q04439
P28006	Q12161
P40204	P49704
P17157	P32327
P13382	P39008
P32454	Q06213
P38308	P47079
Q06675	Q12408
P40439	Q12489
P35206	P53633
P43561	P46961
P38838	P53047
P38719	P54115
P02400	Q12176
P12709	P15891
P17505	P53295
P25367	Q02821
Q05611	Q06340
P22696	P31539
P23644	P35180
P06839	Q03290
P25555	Q07623
P35210	P39940
P12709	P32598
P06787	Q02516
P22141	P23724
P40079	Q06410
P20434	P27999
Q07913	Q12749
P18409	P43555
P48837	Q04048
P15108	P39925
Q05583	Q12285
O13553	P53910
P32481	P38987
Q05789	Q06204
P14741	P18239
P35197	P36164
P23180	P53259
P22133	P47912
P38837	Q08986
P40204	P43321
P32626	P38633
P32861	Q12223
P29311	P33322
Q08641	Q12340
P36108	Q02794
P40059	Q07458
P38877	P41896
P09064	P32598
P39998	P40020
P07703	Q12425
P32464	P38993
P22147	P40466
P23291	P60010
P38143	Q12309
P00890	Q06164
P53202	Q05899
P53877	Q08004
P33204	P36006
P09435	P39108
P32379	P43588
P14284	P47110
P38863	P47135
P46682	Q12241
P14922	Q08923
P12398	P32468
P11154	P20604
P39692	P52891
P54999	Q12417
P10614	P47154
P53735	Q12343
Q06169	Q12066
P04051	P20434
P04397	P32502
P40348	P54115
P28004	Q06410
P15992	P21672
Q06217	Q12330
P19882	P23291
P53826	Q02630
P04173	P53879
P33334	Q12151
P40319	P41800
Q08271	Q12119
P30606	P53039
P38283	P53168
Q02630	Q12512
P19882	P32458
P30822	P43536
O13297	Q01159
P29311	P53541
P15703	P38987
P17442	P20052
P38989	Q08224
P00330	P32492
P40038	P47029
P25376	Q12450
P40089	P43321
P40204	Q07508
P05694	P32911
P15790	Q03213
P53344	Q99385
P06777	P25847
P47083	Q12339
P15873	P25336
P39986	Q05787
P08458	Q06385
P25293	P53067
P39008	Q03935
P47135	Q06107
P06243	P60010
P02829	P06839
P46956	P46961
P02309	Q06005
P38316	P53691
P15992	Q12063
P19735	Q03338
P06704	P11927
P40001	P47135
P25694	Q00816
P20676	Q06608
P36017	P36018
Q06644	Q12136
P32569	P40582
Q00684	Q04120
P14907	P36516
P15992	P40352
P12398	Q03497
P32806	Q12349
Q03655	Q07824
P52286	Q04922
P32341	P32563
P32657	P38930
P36040	Q02804
P06168	P33313
O13563	P32565
P53040	Q03761
P14741	Q12329
P38778	Q08446
P32529	Q00684
P00830	Q03899
P38127	P40051
P19882	P23748
P15992	Q00776
P38725	P41913
P25358	P38992
P25583	P40218
P22579	P39001
P32598	P43587
P38288	Q08182
P12686	P33759
P07703	Q06208
P00924	P25343
P33750	P39076
P33313	P47135
P00546	P36093
P38729	P39083
P32494	Q07732
P38068	P38260
P37366	Q12522
P09734	P53127
P32335	P32366
P38723	P39540
P29055	P48164
P38811	P53930
P33767	Q04629
P16474	Q12417
P38176	P47135
P32263	Q06142
Q06127	Q08729
P60010	Q12024
P05453	P53617
Q04162	Q08743
P53914	Q12272
P21242	P23595
P47072	Q04934
P32522	P32524
P19262	Q00772
P32337	Q12004
P39987	P40352
P06786	P47912
P16862	P19735
P47822	P52286
P25297	P52924
P47027	Q04377
P35056	P53248
P47017	Q07897
P40562	Q12352
P32802	Q03218
P40554	Q02574
P13902	P41940
P47135	P53323
P08593	P40054
P32324	P33322
P11484	P25342
P20795	P38959
P06100	P13517
P14904	P35193
P07283	Q12223
P47135	P53343
P19735	P50623
P12954	P19262
P19158	P38615
P39718	Q08215
P21243	P30656
P32610	P39111
P14681	Q08236
P38993	Q04697
P36147	Q07986
O13329	Q00916
P27692	P38351
P35728	Q06102
P09232	P32491
P14907	Q06410
Q03834	Q04377
P02994	P08679
P14680	P25491
P32569	Q04299
Q12518	Q99210
P41544	P53633
P25379	P53949
P39719	Q03640
P25693	P39743
Q02336	Q05027
P00546	P32565
P39705	Q02821
Q07732	Q12365
P38264	Q06644
P40319	P46961
P06839	P33892
P38886	P40302
P38962	P87270
P17119	P32908
P28817	Q08004
Q08975	Q12161
P47027	Q12098
P02557	P27801
P29469	P30665
P29055	P53330
P53843	Q08285
Q06675	Q07355
P32366	P36169
P19882	P41811
P00360	Q03497
P22137	P38987
P36104	P39706
P33322	P40486
P39517	P40085
P25389	P32457
P10081	Q07623
P46367	Q04675
P40070	Q03388
P15646	P37838
P32481	Q12223
P47037	P47079
P53865	Q07732
P39929	Q06263
P10356	P42947
P38691	Q08496
P00830	P24719
P05030	P32903
P22147	P32345
Q03099	Q05955
P25586	Q06078
P13393	P38129
P51862	P53917
Q06411	Q12345
Q04437	Q06152
P25376	P38837
P40090	Q12158
P39014	P39998
P06100	P47821
P14681	Q12406
P07260	P18961
P53617	Q08920
P28004	P53333
P46965	P47135
P38632	Q08204
P47135	P53039
P04173	P53916
P15938	P46151
P21827	P39705
P38822	P40187
P04051	P20436
P13434	Q04697
Q04199	Q07794
P32353	Q3E7X9
P40054	Q08702
P40495	P53196
P19659	P40356
P32381	P32528
P04147	P30620
P00950	P38629
P33767	Q92316
P39704	P46956
P28320	Q06091
P00546	P24869
P27692	P38193
P53252	Q12230
P48361	Q03818
P19881	Q02821
Q12250	Q12468
P02829	Q12004
P04806	P42843
P38841	Q12349
P36162	Q06410
P06786	P32458
P22213	P41834
P15703	Q12223
P18759	P38316
P50875	Q6WNK7
P32352	P47135
P27801	Q03308
P39723	P53540
P53633	Q06148
P53060	Q12136
P04386	P27351
P33767	P40548
P25293	P53313
P35193	Q02866
P02994	P32835
P40038	Q06324
Q04439	Q08673
P38523	P43587
P39077	P39108
P27999	P38307
P20486	P30283
P18898	P29703
P20676	P38217
P38822	P47028
P36107	P43542
P32590	P38885
P39704	P40069
P40975	Q04697
P34221	Q12223
Q02821	Q05016
P40975	Q02774
P18409	P41800
P10862	P32849
P07260	Q12449
P43545	P53824
P29055	P34087
P43545	P47050
P38302	Q04048
P02994	Q03899
P05453	P32264
P38879	Q00772
P21672	P25303
P33122	Q02630
P19735	P31116
P40971	Q04121
P26754	Q03834
P32074	P43621
P34240	P43561
P20967	P53083
P00890	P06838
P39940	P60010
Q07878	Q08273
P36057	P39540
P33202	P54860
Q02630	Q02825
P37263	P38987
P11978	P61830
Q03655	Q12450
P16140	P52286
P53111	P53750
P29055	Q12333
P32259	P53230
P32776	Q12091
P20053	P49704
P29295	P60010
P12687	P53875
P38992	P46956
P53933	Q12230
P32527	P39935
P04147	P38779
P35193	P39937
P32581	Q08224
P54837	Q12327
P06169	Q05583
P47135	P53907
P02994	P26755
P07260	P21951
Q06506	Q08236
P32854	P38166
Q03103	Q04491
P25336	P41800
P47027	Q03558
P40453	Q04439
P40186	Q06205
P14682	P32259
P15790	P21951
P38176	Q08498
P15705	P41808
P06777	P53924
P41811	P47120
P07703	P38716
P53224	Q3E790
P25808	P36160
P40548	P49018
P32481	P38431
P28625	Q12349
Q05515	Q08023
P06103	Q04660
P46948	Q05636
P04173	Q02159
P38286	P38819
P04819	P10659
P40460	P53267
P32570	P32585
P07703	P47076
P02293	Q12306
P30822	Q04934
P16523	P32569
P53203	Q12402
P25374	P38163
P28834	P32491
P17255	P39111
P32602	Q12241
P32356	P34730
P16140	P17629
P42943	Q12510
P06778	Q03834
P32522	P57743
P15790	Q00245
P35189	P41896
P05986	P53691
Q02630	Q12506
P38217	P53549
P22579	P50104
P38829	Q05583
P21304	Q08960
P38819	P39551
P04397	Q12223
P04817	P25358
P19263	P32259
Q07915	Q08004
P26755	P37012
P12683	Q08980
Q07381	Q99383
P07284	P29295
P07866	P40567
P35209	Q99314
P05150	P06243
P08566	Q04477
P22768	P39743
P20604	Q00916
P23641	Q00684
P40362	P41940
P07253	P38217
Q06211	Q08273
P02557	P33296
P07260	P10081
P39014	Q12324
P14907	Q04599
P34077	P40457
P06838	P14832
P40078	Q02892
P40513	Q12531
P32380	P53540
P40204	Q99177
P22082	Q05123
P38749	Q02630
P06243	Q06708
P06169	P26570
P25367	P38319
P25491	Q12446
P39112	P47135
P19524	P39108
P28007	Q12754
P38066	P50943
P42846	Q08754
P32366	Q03178
P31688	Q00764
P29295	Q07807
P36130	P38201
P13186	P27637
P40960	Q12329
P38633	Q03935
P38750	P40089
P38264	Q12078
P25580	P53322
P10591	P25367
P33441	P53552
P17898	P38819
P33301	Q08224
P40485	P42846
P39958	Q02630
P39708	Q02821
P40343	P61864
P00924	Q07949
P15992	Q00684
P40466	Q01159
P25694	Q05583
P32559	P53070
P38374	Q03759
Q05080	Q12446
P38682	P53622
Q03690	Q07350
P38163	P38856
P50944	Q99190
P00445	P28320
P53323	Q03705
P06168	P39108
P10659	P53916
P11633	P21576
P53207	Q00539
P18238	Q12446
P32562	Q04934
P38316	Q04969
P29056	P32910
P38815	Q07878
P32902	Q03246
P06843	Q08208
P23291	Q08975
P53064	Q06697
P09624	P32468
P25651	Q12066
P38633	Q06410
P10614	P50944
P11484	P38825
P17891	P22137
P38316	P60010
P07342	Q05583
P04386	Q02336
P53341	Q12202
P32366	P40579
P40970	Q06144
P33122	P35728
Q01574	Q12110
P34218	P53847
P06787	P37012
Q02866	Q05871
P02994	P32345
P05318	Q02630
P38801	P53934
P38623	P40988
P04050	P06242
P39954	P40971
P04051	P15873
P41546	Q02336
P21705	P35169
P25555	Q03957
P16140	P35203
P25637	P46999
P18961	P53209
P24309	P48412
P16151	P32332
P38191	P53076
P19882	Q08032
P07271	Q04734
P19882	P38691
P07259	P26188
P28834	Q00772
P40494	Q08224
Q02866	Q07732
NP_013030	P32791
P33895	Q00402
P38909	Q08754
P53256	P53859
P04806	P40555
P36108	Q12134
P10862	P38203
P46961	P47026
P06243	Q08975
P36057	Q12164
Q06287	Q12230
P38814	P39926
Q03761	Q06011
P38822	Q12017
P00830	P14681
P14742	P38886
P09232	P40469
P38264	P47159
P38723	P38842
P15992	P25644
P53323	Q05016
P15646	P38333
P38274	Q12175
P27515	P35729
P25582	Q08496
P20604	P46367
P36519	P53875
P00724	P38353
P36160	P40010
P47068	Q12446
P38744	Q02866
P48415	P53953
P20447	P38316
P23287	Q06208
P38972	Q06708
P40018	P53742
P40308	P40541
P32366	P38836
P06774	P35198
P32776	P38821
P19735	P54115
Q04636	Q12161
P25301	P46367
P22215	P53174
Q04013	Q08271
P25558	P40486
P40971	P53344
P40469	Q99278
P04173	P29295
P02557	P40054
P22219	Q05919
P32861	P40856
O13543	Q02630
P38310	P40069
P36160	P40693
P22137	P22336
P20434	P32910
P39079	Q04372
P28274	P32381
P20484	Q12522
P41940	P53894
P07213	P54854
P24276	P40055
P06169	Q07350
P39548	P50276
P50944	P53176
P02994	P38875
Q06644	Q99190
P38112	Q02892
P36516	P53875
P36108	P40057
P04147	P39936
P40054	P43623
P47135	P53965
P47017	Q12461
P16861	Q12289
P38843	P53322
P29055	P38863
Q08224	Q12749
P08458	P10659
P35195	P40043
P32350	P40479
P38439	P89105
P32598	Q03690
P08458	P28834
P38339	Q00245
Q07824	Q12445
P47068	Q04195
P02557	P40991
P02294	P41813
P14741	P32603
P33301	P38013
P19812	P41817
P50101	Q06673
P05317	P39004
P53633	Q03655
P29055	Q12483
P12398	P41735
P06777	P29311
P53222	Q12108
P53309	P53934
P38729	P47154
P08458	P25297
P04819	P12398
P25847	P39875
P19882	P38883
P32873	P48562
P29311	Q03834
P22108	Q12349
P02309	P39935
P47079	Q06834
P25491	Q08496
P28737	P32522
P33315	Q00916
P48582	Q01389
P30822	P32340
P40525	P40956
P53959	Q04598
P38129	Q08224
P10080	P38719
P34218	P38147
P38723	Q99190
P38285	P38788
P38822	P53933
P14904	P39731
P25046	P38782
P07703	P07806
P25343	P53933
P32468	P46655
P12753	P39013
P36068	Q07987
P41544	P47093
P11633	Q12415
P38111	Q03834
P41810	P53622
P29295	P38872
P15790	Q05022
P22137	P38873
P26263	Q06436
P06774	P36123
P06701	P17709
P53201	Q08649
P29311	P40317
P25367	P32432
P39929	Q03792
P00546	Q06407
P36092	Q02574
P05694	Q04660
P53299	P57744
P38843	P40548
P25847	P28519
P38785	Q05080
P14832	P32797
P39013	P40352
P32318	Q06142
P01149	P16474
Q06224	Q07410
P25635	Q03103
P12398	P38615
P32527	P38788
P32496	P33299
P40573	Q06410
P19882	P38882
P04911	P22147
P16658	P39707
P60010	Q07657
P04050	P32628
P14680	P54861
P19735	P38282
P04807	P19735
P32584	P35817
P05150	P34221
P38151	Q12159
P38856	Q02831
P32386	P41909
P38112	P38779
P25299	P40087
P16522	Q02336
P47135	P53089
P34253	P53074
P33334	P36048
P04173	P32381
P02994	P22141
P25694	P53063
P39547	P40310
P25641	P43542
Q00772	Q12449
P32459	Q00764
P22203	P52286
P38993	P49018
P16861	P41811
P53916	Q12083
P32468	P38774
P10080	P29295
P19882	Q12446
P17423	P38987
P40204	Q06819
P40483	P53281
P20676	Q05911
Q02630	Q99314
P47165	Q02821
P19263	P21243
P36120	P53883
P53875	Q06678
P16140	P32366
P07342	Q03897
P23292	P28239
P38776	P53322
P25453	P33298
P00358	Q04477
P36163	P47135
P36019	Q08975
P32345	P39078
P16467	Q12018
P47113	Q00684
P43639	Q08951
P38962	P53108
P00546	P40466
P09880	P15790
P06777	P40042
P33767	P46961
P47045	P87108
P25808	P40991
P33204	Q05933
P11484	P14741
P32569	P32570
P11710	P40450
P04806	P38623
P18239	Q04437
P32807	Q12329
P48837	P52891
P36015	Q04338
P04173	P39729
P49687	P53011
P28000	P38883
P36048	P40567
P00815	P06169
P40975	P53045
P25373	Q04675
P05986	P06738
P31383	P38853
P38723	P53176
P32337	P53251
P39940	Q08975
P07703	P09733
P53235	P53914
P39976	Q12749
P07251	P32807
P14681	Q12338
P14832	P40565
P04817	P40548
P39547	Q02795
P04806	P32502
P32457	Q04195
P10869	P40025
P29366	P32917
P32634	P32917
P06244	P40988
P26754	P32481
P30665	Q04636
P32915	P36057
Q00684	Q08975
P30822	P48837
Q02630	Q03695
P35200	Q12349
P33298	P53160
P04386	P32570
P32639	P36048
P24583	P47068
P38264	P50080
P16892	P39016
P21264	P38275
P22082	P53628
P38316	P54964
P53728	P53873
P60010	Q12083
P32354	P53091
P38861	Q08496
P22138	P32529
P39743	P40069
P07149	P32458
P19812	P53156
P13186	P33339
P38264	P38992
P40319	Q06593
P14906	P38298
P11433	Q06488
P07259	P19073
P42843	Q12464
P36132	P53323
P29055	P38068
Q07458	Q12343
P19882	Q06164
P06104	P32803
P25694	P52918
P07283	Q02821
O94742	Q08231
P31381	P47154
P53131	Q08004
P32495	P42945
P00830	P06779
P32912	P53142
P12695	P38319
P54867	Q03667
P39076	P47120
P04385	P26755
Q04121	Q06815
P17558	P32786
P38276	P39083
P33420	P39013
P28519	P32628
Q00772	Q06144
Q05871	Q08558
P33317	Q02866
P02309	Q04149
P19454	P53261
P38344	P38861
P38633	P47119
O13569	P40054
P40509	P53622
Q07732	Q12411
P31539	P48837
P25383	Q12503
P14180	Q06098
P33298	Q12464
P10591	P25294
P32387	P53875
P32802	P41544
P38822	Q04439
P07267	Q06208
P22139	P47076
P38124	Q02630
P35723	P53045
P25298	P42841
P40339	P49956
P15108	P24719
P15873	Q12495
P23641	P36130
P00360	Q02821
P10080	Q06436
P38691	P60010
P40069	Q02629
P32366	P39929
P28320	P39009
Q12018	Q12347
P06102	P40089
P06700	Q00684
P38041	P38330
P38723	P39552
P50944	Q12402
Q02199	Q02821
P05030	Q12063
P15108	P20081
P36120	P38691
P38163	P38810
P32447	Q04003
P23287	P43321
P29055	Q99344
P39954	P40565
P40422	P40542
P40070	P53905
P15646	P27476
P32641	Q08949
P13574	P32345
P39108	P53112
P02309	Q08004
P38633	Q03370
P32502	P39954
P25367	P32491
P15992	P36130
P10659	P28274
O13547	Q12380
P32827	Q12517
P17255	Q05946
P20434	P43573
P34760	Q07350
P06839	P53598
P05694	P25336
P02994	P04819
P00830	P31384
P39547	Q12256
Q02629	Q99383
P00927	Q07732
P38862	Q07879
Q04399	Q06598
P38286	P53629
P40045	Q12246
P53736	Q08270
P09733	P25635
P23900	Q08931
P47142	Q12349
P28241	Q02821
P39548	P40885
P32502	P40956
P40507	P53632
P23639	P30657
P28320	P32481
P38885	P42838
P12398	P53197
P38989	Q04746
P38708	P41811
P38837	P38842
P16140	P36130
P06105	Q04675
P04147	Q08004
P17064	Q08271
P08468	Q00539
P06169	P19735
P18634	P47135
P02309	P53037
P33299	Q04062
P21825	P29055
P40054	P43598
Q03388	Q05471
P40466	P43639
P14742	P36005
P40544	P40582
P39014	P53854
Q08224	Q12236
P04911	P25298
P07703	Q08224
P39540	P47154
P07149	P41811
P32337	P33297
P20437	P34730
P38987	Q12365
P19882	P42841
P10591	P41800
P38316	P46672
P39743	Q12344
P38838	Q03898
P38875	P53934
P22141	P33298
P53965	P60010
P41800	P53083
P00358	P07703
P34730	Q03373
P07263	P32603
P06103	P40217
Q03516	Q04675
P06843	P38720
P07269	P08153
P32445	P41800
P38427	P38615
P32462	P38822
O13329	P22216
P32578	P47017
P20604	P53094
P25635	Q08492
P25043	P25451
P08566	Q04177
P12695	Q03048
P32563	P38784
P17157	P32324
P38886	Q04062
P52286	Q06675
P10659	Q05498
P47143	P50942
P12868	Q03308
P38992	Q07824
P06782	Q02794
P25354	Q02574
P53254	P53861
P32945	P53070
P21243	P23639
P32861	P53965
P13433	Q05031
P00546	P53197
P04385	P32345
P42943	Q00362
P40469	P54115
P40098	Q03897
P23561	P47017
P14291	P20050
P22133	Q12154
P04173	P04385
P04806	P08018
P09436	Q07930
P19735	P31373
P40032	P43588
P40509	P47135
P06781	Q06410
P07991	Q06287
P19880	P40069
P07257	P38987
Q00362	Q05934
P35723	P46965
P07560	P32790
P16370	Q12223
P32191	P38857
P20081	P23254
P53973	Q12522
P53939	Q08229
P53271	Q06096
P39936	Q08920
P04173	P34221
P21304	P28834
P25847	P43609
Q00539	Q01560
P10355	P46993
P06786	P40328
P25301	P32641
P38930	Q12464
P32793	Q12144
P36068	P38272
P53918	Q12136
P23968	Q07376
P09733	Q99247
P38789	Q04660
P21951	P27344
P31383	P50111
P53927	Q03862
P45976	P53934
P16387	P38719
P17555	P53250
P20053	Q12329
P19880	P30822
P38144	Q06488
Q07622	Q08887
P12398	Q01852
P53550	Q02773
P09032	Q02866
P30283	Q03898
P04147	P27705
P29465	P40027
P27515	Q12306
P38353	Q06158
O13531	Q02574
P00546	P53222
P38822	Q12342
P38326	Q05471
P38792	Q08162
P32835	P41920
P11938	Q06208
P04397	P26755
P25343	Q04322
P06244	P41910
P06784	P32917
P22147	P53261
P27637	P39960
P53632	Q12080
P33892	P47047
P17214	P17967
Q07688	Q12024
P36148	P43621
P61830	Q04089
P09119	P24279
P22579	Q12432
P17967	P40561
P22515	P51601
P04147	P32601
P14359	P43603
P38729	P53154
P40536	Q12349
P32912	Q04338
P32905	P39002
P00546	P52919
P15873	P32582
P38729	Q12402
P38819	P53322
P47045	Q08749
Q02821	Q03532
Q07732	Q12134
P35189	Q04149
P53074	Q12412
P32622	P39547
P25298	Q99383
P29055	Q06466
P53176	P53344
O13329	P06843
P23639	Q12245
P38346	P40485
P38121	P38629
P25651	Q08729
P38310	P40016
Q12214	Q12416
P38850	Q12098
P32458	P41940
P53073	P80967
P09798	P53068
P32318	P47135
P14164	P38930
P38753	P53717
P38842	Q04697
P47064	Q08951
P36108	P40063
P38842	Q02774
P06168	P06245
P32499	P33331
P53933	P60010
P38883	P54115
Q00539	Q06217
Q06644	Q12450
P06169	P07260
P25555	P33441
P05694	P43565
P21304	Q08235
P04397	P19073
Q02260	Q12745
P25453	P39692
P32835	P33331
P43612	Q12199
P25584	P38909
P40078	Q08004
P42951	P48526
P53323	Q12377
P32569	Q03557
P24583	Q06449
P22203	P32366
P04173	P32328
P25299	Q99383
P40003	Q03323
P39517	P39940
O74700	P87108
P53254	P53276
P39954	Q07350
P00546	P39980
P53755	Q07887
P04806	Q12223
P38282	Q08963
Q02336	Q08278
P08458	Q01939
P22137	P43597
P02309	Q06554
Q05787	Q08109
P23594	P25303
P17214	P53288
Q04195	Q07350
P48837	P51534
P04385	P53965
P47104	Q02260
P34164	P35191
P32569	P38993
P46997	Q02784
P08018	Q12163
P10659	Q04377
Q02884	Q06706
P16370	P27999
P38203	Q12476
P50094	P53632
P38261	P89102
P53131	Q12417
P32333	P48743
P38723	Q12450
P40886	Q04697
P15180	Q12004
P42841	P45976
P02994	P05986
P04051	P36037
Q03532	Q07623
P38881	P40527
P32074	P38288
P53176	Q08980
P36161	P49686
P38176	P49167
P17505	P32598
P25344	P38785
P17709	P25342
P25694	P41811
P20967	P25646
P40364	Q12347
P32892	Q07623
P40056	P40202
P33335	P40886
P32897	P38079
P06787	P22517
P00546	P39520
P21242	P43588
P21147	P52867
P27636	P38719
P25491	P40354
P12398	P38319
P30619	P53604
P40582	Q04697
P20436	P41896
P53927	Q08235
P47186	P54854
P07703	P22202
P05736	P53145
P32628	P33442
P32569	Q04969
Q04660	Q08235
P12612	P32345
P35127	Q02794
P38992	Q12450
Q03306	Q04748
P38987	P40325
P07342	P41811
P27999	P38284
P00546	P39705
P24279	P30665
P02994	P28000
P38283	P53267
P16861	P38882
P25357	P38262
P53229	Q12029
P36017	P38840
P40352	Q05016
P22214	P25580
P38842	P40350
P11154	P32381
P38191	P39076
P02994	P20484
P17214	P23202
P32366	Q07738
P14832	P53933
P05030	P14741
P14681	P19262
P32598	P38258
P14904	Q03532
P22137	P32345
P40544	P53728
P38877	P49956
P12709	P18851
P53207	Q00916
P11710	P34250
P05753	Q12136
P23644	P38756
Q03231	Q12349
P50875	Q03067
P29468	P39927
P36160	Q06436
P03965	P20604
P39744	P53883
P00427	P40991
P54115	Q12363
P21190	P38615
P32639	P43321
P04817	P46961
P32776	Q03935
P17505	Q08004
P12709	P32457
P46965	P87284
Q08058	Q12349
P48510	P54860
P27801	Q04338
P38888	P40335
P32469	P47135
P12683	P36057
P06169	P20459
P32944	P53622
P53976	Q08234
P09547	Q12186
P38129	Q12030
P13856	P39011
P00830	Q03944
P38861	P40991
P12709	Q00362
P32366	P53912
P04076	P32911
P07260	P40352
P33767	P39007
P26449	P34730
P28007	Q02555
P35206	P87284
P04385	P38319
P46956	Q03655
P52868	Q03654
P39007	Q92316
P02557	Q02793
P33297	P53549
O13566	Q03083
P22804	P39547
P00830	P42842
P04911	P16474
P50861	Q12525
P22135	Q12349
P17214	P25270
P34216	P49686
P38555	Q08484
P25354	P25639
P16370	P41895
P04397	Q08293
P37012	P39009
P30283	P47049
P25635	P32899
Q04599	Q06648
P22203	P31244
P32803	Q03655
P43603	Q06604
P38203	P39517
P42940	Q06648
P40094	Q12124
P53927	Q02574
P13712	P38757
P43542	Q05998
P47190	Q12136
P30656	Q02794
P34078	Q07381
P13434	P22202
P31539	P32381
P05317	P17709
P34228	P53270
P49686	P53934
P27515	P47115
P39009	Q05016
P32367	P34111
P00560	P22336
P28241	P32569
P15731	P33202
P38903	P46655
P18239	P39743
P38264	P48813
P32601	P53261
P10614	Q08986
P38987	P47115
P39521	Q03973
P05150	Q03897
P40009	Q08980
P32802	P39719
P13393	Q12514
P47185	P49018
P53189	Q03375
P05085	P39001
P33298	P40339
P48743	Q06488
P47135	Q12219
P06839	Q12464
P21827	P40517
P00830	P40348
P32608	P34730
Q06580	Q99181
P36013	Q04304
P25303	P31384
P40965	Q12175
P53254	Q06078
P40319	Q06644
P33331	P40517
P38987	P40151
P21242	P32337
Q02774	Q08986
P19262	Q02821
P12695	P53877
P11412	P47135
P19882	P25569
P14359	P32793
P53217	Q06169
P02557	Saccharomyces cerevisiae
P38286	P40475
P19882	P53622
P32495	P33322
P11747	P47041
P38631	P40970
